train,Id,stack,xgb,lgb
6.06,1,6.156670044159287,6.298929214477539,5.981681225442289
5.39,2,5.440040361854653,5.255928993225098,5.465332977297404
5.59,3,5.458610196166833,5.177716255187988,5.059877698999459
4.3,4,4.268276816061525,4.476595401763916,5.037576717857298
5.42,5,5.6791092300565,5.357787132263184,5.22835501667974
5.97,6,6.18151581800011,5.729030609130859,5.603382088899848
5.11,7,5.428528594998024,5.536938667297363,5.228058158031683
5.94,8,5.89400490934168,5.817667007446289,5.742381676612448
5.66,9,6.084406077496522,6.122089385986328,6.159068064713545
5.48,10,5.645119219994404,5.383757591247559,5.417826525917175
4.44,11,6.175686625404808,5.509687423706055,5.994322329346644
5.48,12,5.594566257328452,5.4402384757995605,5.657952763455815
5.32,13,5.549470006360535,5.542415618896484,5.75208217977241
5.08,14,5.150917336903497,5.551646709442139,5.149581088087601
4.63,15,5.0245455303312845,4.881027698516846,5.20212034183248
4.92,16,5.039064717389406,5.154553413391113,5.372723680366228
7.08,17,8.144495216088952,7.0249199867248535,7.852149121727202
4.66,18,5.901099974738004,5.521059036254883,6.553765984398287
6.58,19,5.643989173958006,5.354190349578857,5.186616955746161
4.29,20,4.850400594972704,4.778599739074707,5.007046070262941
4.55,21,4.9537706641659645,4.6982622146606445,5.2845836950132075
5.16,22,5.166552739527269,5.001874923706055,4.867483723167475
5.13,23,5.358959402214803,5.566117763519287,5.410521148819165
4.37,24,4.892840059208244,4.868315696716309,5.394042295194335
5.17,25,4.846712382221573,5.223947525024414,4.880693112536409
4.64,26,4.93546555008748,4.872166633605957,5.10865024320822
5.82,27,5.699193762494424,5.4444732666015625,5.20466865852507
6.29,28,6.4180921363769565,6.077666759490967,6.190918849485818
5.1,29,5.85778049955387,5.424712657928467,5.66982564901502
5.41,30,5.792209248655873,5.500445365905762,5.7781665213402595
5.48,31,5.643000536268554,5.261030197143555,5.317444967502633
6.44,32,6.3321192760816105,6.278657913208008,6.498070103096437
5.53,33,6.813670952195867,6.161611557006836,6.985725730729601
5.31,34,5.547486070291035,5.611202239990234,5.4464104931936275
5.52,35,5.632174344647302,5.756299018859863,5.562162305692209
4.7,36,5.135228294212827,4.79107666015625,5.712328827293189
5.13,37,5.316078908966066,5.069023609161377,5.227674799451721
6.06,38,5.764877246375528,5.672524452209473,5.546683219309194
5.41,39,5.345575429367899,5.476834774017334,5.3001827056851845
5.82,40,5.453060115475644,5.281472206115723,5.149313734525591
4.98,41,5.897575448321394,5.803679943084717,6.023029453444964
5.1,42,5.10936208231844,5.011692523956299,5.095425846057599
5.36,43,5.495112523953609,5.110721111297607,5.336887679747093
5.34,44,5.1159717578000095,4.972905158996582,5.005115009802351
5.05,45,5.188033062913783,5.0184245109558105,5.41741040572789
4.85,46,5.1253402530511645,4.849869251251221,4.814409923600102
5.23,47,5.430923919870793,5.09900426864624,4.984664994885362
5.59,48,5.384825785870885,5.4428300857543945,5.141577704279085
6.75,49,6.6358595352267145,6.404873847961426,6.121397300179602
5.91,50,5.470790580852274,5.225335121154785,5.080211681203588
4.81,51,4.966340507852885,5.089779853820801,4.9609947573399396
5.48,52,5.89029942454852,5.5201029777526855,5.612973472647147
5.39,53,5.493723096793636,5.386476993560791,5.313827582891854
5.47,54,6.084612726504537,5.669033050537109,6.096523315500361
5.03,55,4.896469171916008,4.505939483642578,5.5096107488212995
5.11,56,5.056684290824491,5.322625160217285,5.070022811199533
4.7,57,4.999564121126604,4.971380233764648,5.264474710962801
5.46,58,5.636025940234606,5.45156192779541,5.303135934123442
5.32,59,4.7952838298853555,5.028772354125977,4.856565062571667
4.88,60,5.027856769750609,4.942728042602539,4.915723082606036
4.87,61,5.429196183923844,5.271183967590332,5.543661583646531
4.99,62,4.79709970716953,4.915133953094482,4.826205538208246
5.74,63,5.873899340197841,5.435993671417236,5.430529693176643
5.16,64,5.121781565720151,5.257820129394531,4.902467635577825
5.6,65,5.330837012689186,5.202157497406006,5.335744915726164
4.73,66,5.408912865009134,5.633027076721191,6.6567744145913155
5.56,67,5.8998619184153265,5.66038703918457,5.91879201478596
4.95,68,5.648323850598298,5.142434597015381,5.719209704368893
6.48,69,6.700090742141208,6.383594512939453,6.686255635554035
5.34,70,5.867074801912791,5.8449931144714355,5.930457176624811
5.94,71,6.193294772268398,6.721368312835693,6.351288892478611
5.72,72,5.835318911479325,5.781817436218262,5.483062516121204
5.9,73,5.514009778745786,5.870776176452637,5.285354987775158
4.72,74,5.648944047068985,5.700936794281006,5.641781225283531
5.4,75,5.203594241479707,5.007533073425293,5.210094216868007
4.81,76,5.045326895134213,5.034091472625732,4.962470448584756
5.29,77,5.135388520248005,5.095608711242676,4.784106669419638
5.47,78,5.0958351308470275,5.3029937744140625,5.208410596153484
6.07,79,7.127045992353274,6.625214576721191,7.655348765979171
4.78,80,4.704992061751147,4.94466495513916,4.796225288173063
4.4,81,4.513954725272009,4.860314846038818,4.900556989577937
5.6,82,4.9802167723618505,5.00625467300415,5.072419927953261
4.72,83,4.989293513097898,5.050351142883301,4.959471789551278
6.07,84,6.208621932684778,5.964659214019775,6.121160110165501
5.72,85,5.569517345908273,5.159031867980957,5.425041340360285
4.83,86,4.779060743967648,5.005322456359863,5.122930110864493
5.13,87,5.933150952823111,5.431453227996826,6.274823245337122
4.56,88,5.048665781147276,4.977609634399414,5.338219315313562
4.76,89,5.558329182931238,5.426856517791748,6.107762869801633
6.24,90,6.401143738422311,5.941380500793457,5.935457645760299
5.16,91,4.840169076765658,4.97901725769043,5.057685150013645
4.71,92,4.947451576027134,4.828793525695801,5.0112592288324755
6.63,93,6.436741261332329,5.702670097351074,5.673298582740076
5.38,94,5.262220483489494,4.948508262634277,4.997105316870867
5.94,95,5.8463545124836465,5.626979827880859,5.554027536874038
5.16,96,5.155671670546278,4.991260528564453,5.100399368601384
5.38,97,5.3293354826744315,5.460616588592529,5.577867553011115
5.7,98,5.572537792523406,5.454998970031738,5.336392726261244
5.85,99,5.413117601986217,5.15978479385376,5.591282134975855
4.42,100,5.187982787893081,4.555944919586182,5.446145292081303
6.52,101,6.783118891236479,6.187967300415039,6.285626484033363
5.33,102,5.155751025288936,5.215496063232422,5.228628382954062
5.11,103,5.605096421654442,5.253122329711914,5.6003922923066725
5.07,104,5.566772536018311,5.22616720199585,5.505612368665429
5.07,105,5.293181600654613,5.4173383712768555,5.503781846402818
5.48,106,5.730906060125646,5.227936744689941,5.536935750421992
4.66,107,4.82315361754097,4.775305271148682,4.876039429067629
5.0,108,5.355489426708043,5.011898994445801,5.617499907956673
4.8,109,4.9341063650510355,5.385723114013672,5.262272801417812
5.43,110,5.686788818423106,5.453308582305908,5.5506266446128505
5.04,111,5.328087949039159,5.022497653961182,5.409410569541225
5.88,112,5.904175078670162,5.668889999389648,5.884512925672198
4.74,113,5.0599465345486845,4.9050164222717285,5.435104826046766
4.83,114,5.213249728830414,5.453024864196777,5.954871126390028
5.24,115,5.663215627193282,5.613559246063232,5.7114667768705845
5.11,116,4.945725556191933,4.809539794921875,4.8788612884476406
4.55,117,4.809230454878242,4.741373062133789,4.8477309147455045
4.68,118,5.227251763335831,4.998984336853027,5.143735829294708
4.64,119,4.830231883296636,4.545986175537109,4.921120523607141
5.14,120,5.060426591118907,4.94973087310791,4.663606464359022
11.71,121,8.545998927593178,11.175480842590332,9.318152725381886
5.39,122,6.414518346198125,5.698389530181885,6.718211641471167
5.52,123,5.7382724251278425,5.911764144897461,5.8294338408333575
5.03,124,5.724408628392098,5.360062122344971,5.683815413313069
6.65,125,6.5820741410952595,7.004842281341553,6.126799141004218
5.15,126,5.328608710808809,5.128314018249512,5.561806121919269
5.19,127,5.410877276772837,5.274681091308594,5.39431119354319
16.3,128,7.887896952371844,14.936665534973145,12.232271580577068
4.67,129,4.842769168358801,5.11728048324585,5.1039476404709
7.09,130,7.244643597071352,6.38288688659668,6.388904700725426
9.6,131,8.275971160111883,8.435088157653809,7.74255907452155
5.65,132,5.895661790344219,5.335694789886475,5.959629320699295
5.69,133,5.648562245901179,5.689305782318115,5.3579479380446315
4.77,134,5.339454738417408,5.276711940765381,5.249640579549593
5.24,135,5.321568391874002,5.215738773345947,5.582258430640336
6.87,136,7.252880805533904,7.536872863769531,7.662879204690026
4.84,137,5.238135788716893,5.2957377433776855,5.558766365267257
5.32,138,5.910855769787565,5.7151994705200195,5.910862041102262
8.72,139,7.39458491263785,8.005620956420898,6.8837460183025625
11.65,140,8.450979128750657,10.271081924438477,9.006650467622459
5.58,141,5.483618011476713,5.623931407928467,5.569272761273532
7.1,142,6.9774629092442115,6.646178245544434,6.546118122961381
8.09,143,7.914493516519613,7.969900131225586,7.301452354311256
5.39,144,5.986542734192839,5.828035354614258,5.873580531797327
5.05,145,5.404597240511132,5.245877265930176,5.284266784572057
7.22,146,7.138220748346836,6.719063758850098,6.686185074508414
4.83,147,5.502641811095891,5.518909931182861,5.869909208800944
7.7,148,7.364156989874536,7.612720012664795,7.3485169604057115
5.86,149,6.626712343655212,7.140103816986084,6.960861820212065
4.69,150,4.789151995668268,4.718480110168457,5.068321438116248
5.15,151,5.174275100024527,5.259331703186035,5.265868698433195
5.17,153,4.875233969818656,5.370509624481201,4.8030380146978695
5.13,154,4.863366177282136,4.785648822784424,4.779449785798996
5.77,155,6.826953802553149,6.4693522453308105,6.966573463008795
4.7,156,4.935785361141343,4.905040740966797,5.132254226009556
5.1,157,5.360561063417597,5.3967061042785645,5.510239253222893
5.04,158,4.878403617291197,4.758724689483643,4.748612706172275
5.59,159,5.302990745846429,5.201387405395508,5.196740549370287
11.32,160,8.383679541458381,10.292407989501953,8.638380913533457
7.67,161,7.356697178892945,7.008472442626953,7.1042590340923635
5.08,162,5.412686979357745,5.0511579513549805,5.22804924313039
4.82,163,5.09866256988659,5.350230693817139,5.078568572154274
4.95,164,5.013558133039591,4.895306587219238,5.101300333326512
6.99,165,6.434920474187131,6.068220615386963,5.8621819778053785
4.67,166,4.860903491973478,4.939711570739746,4.922819524088737
5.0,167,5.188749682378529,5.1282148361206055,5.462221051719311
5.48,168,5.343154366063783,5.293298721313477,5.396067433222732
5.72,169,5.628250387445275,5.6483049392700195,5.349217450342183
4.99,170,5.500097273434701,5.304952144622803,5.527459667115449
5.44,171,5.338074780255559,5.3247599601745605,5.000697482311381
4.82,172,4.899510964267245,4.818793296813965,4.840924241658959
4.94,173,4.712331096850545,4.766233444213867,4.659079815718418
4.5,174,4.562256034465536,4.760931491851807,4.946471750394099
5.33,175,5.977597830670769,5.532771587371826,6.534964612778585
5.16,176,6.100339906338732,5.716162204742432,6.2603409952719264
5.94,177,5.739772616565754,5.394127368927002,5.262844944763178
5.36,178,5.484179134913159,5.231693744659424,5.498255063958196
4.58,179,4.507812971911735,4.627053260803223,4.584975361114205
4.72,180,4.825522789548115,5.127274513244629,4.902760136513589
6.16,181,5.69510340942183,5.323784351348877,5.123703360199166
4.77,182,4.785340920575003,4.820404529571533,4.864553921406136
4.36,183,4.854505244974618,4.871551513671875,5.098826160824198
5.08,184,5.421163749812264,5.483458042144775,5.433353590850333
6.41,185,6.017888414587146,5.9239325523376465,5.387859759556279
4.45,186,5.287594639985325,4.865362167358398,5.393035242902368
5.86,187,5.76128902971511,5.604111671447754,5.671214292852816
5.24,188,5.189829431643946,5.179934978485107,5.174418956861955
5.25,189,5.840571514057641,5.809061527252197,5.676661746438544
4.19,190,4.802385564713168,4.657055377960205,4.908094347018743
6.69,191,6.968917728241735,6.822686672210693,7.367240930246215
5.2,192,6.356380544560928,6.42149019241333,6.243406938882119
5.5,193,5.48737006855277,5.234341144561768,5.221945739875345
5.4,194,5.197099011940386,5.046675682067871,4.960910393606244
4.53,195,4.482447749700231,4.689149856567383,4.585238366244521
4.8,196,4.997206630850441,4.839118003845215,4.832196971197466
5.32,197,5.478694062579684,5.804769515991211,5.485729045073371
7.33,198,6.336426641713212,5.965091228485107,5.78057554867119
