train,Id,stack,xgb,lgb
6.059999999999999,1,5.936540309272337,5.531078815460205,5.599448918155209
5.39,2,5.405214477688693,5.421794414520264,5.267472450759871
5.59,3,5.4197625800648925,5.225185871124268,5.261657135045384
4.3,4,4.572251270611014,5.006472587585449,4.879024713285234
5.42,5,5.500832096917861,5.1269402503967285,5.136082441545309
5.97,6,6.196438229245295,5.943636894226074,5.837710899763094
5.11,7,5.343910577809044,5.2256035804748535,5.341813533318636
5.9399999999999995,8,5.759273476139825,5.778882026672363,5.695600655133139
5.66,9,5.81189415964699,5.708376884460449,5.742123059482001
5.4799999999999995,10,5.440937175664195,5.469159126281738,5.574716359029923
4.44,11,5.98837727378814,5.956015110015869,5.64940903738943
5.4799999999999995,12,5.619663207181733,5.626909255981445,5.549453464230252
5.32,13,5.605597075435014,5.445613861083984,5.452430896682461
5.08,14,5.166665309728652,5.221133708953857,5.184329553464724
4.63,15,5.154153302519796,5.13269567489624,5.117477249262423
4.92,16,5.192492414944803,5.3815016746521,5.355075254847935
7.08,17,7.711078045622955,7.4353485107421875,7.751316822703915
4.66,18,5.889585352024902,5.680777072906494,5.541294919964318
6.58,19,5.553453564057502,5.4205780029296875,5.281982964989599
4.29,20,5.100645166632212,5.41859769821167,5.220195436884742
4.55,21,5.129894400299194,5.380586624145508,5.391632978478906
5.160000000000001,22,5.331598100049454,5.497912406921387,5.3325429841879055
5.13,23,5.32344593343308,5.080294609069824,5.123719886752972
4.37,24,5.061273088177198,5.234309673309326,5.166279269869964
5.17,25,4.806067743478985,4.905499458312988,4.875137958187329
4.64,26,5.106180472308471,5.069509983062744,4.99468078017972
5.82,27,5.5362759474581456,5.260310173034668,5.247788321861481
6.290000000000001,28,6.147256477412259,6.026412487030029,5.882786166408558
5.1,29,5.8041320684228,5.959356307983398,5.667842372264898
5.41,30,5.751792414875216,5.725650310516357,5.434013271214743
5.4799999999999995,31,5.677093273151738,5.663252830505371,5.657978179849124
6.440000000000001,32,6.12491792352107,6.082674503326416,6.0165885911362444
5.53,33,6.6867770772325485,6.779818534851074,6.636944008279422
5.3100000000000005,34,5.3967214033947855,5.3762335777282715,5.46898932032184
5.52,35,5.464560902005967,5.4678449630737305,5.381755413127131
4.700000000000001,36,5.177915503203632,5.283965587615967,5.488031824749144
5.13,37,5.403500593664683,5.330692291259766,5.172203836919909
6.059999999999999,38,5.512249759901352,5.3899760246276855,5.356347611827095
5.41,39,5.3875680399098185,5.071211814880371,5.075519622672829
5.82,40,5.4111413585345804,5.338524341583252,5.200648368978483
4.98,41,5.967129008171381,6.230431079864502,6.045682361213616
5.1,42,5.129394730948611,4.960258960723877,4.8922135031488105
5.359999999999999,43,5.530954271053124,5.183917045593262,5.396779572421888
5.34,44,5.123419364346029,5.095626354217529,5.027059212657003
5.05,45,5.20795873296163,5.125831604003906,5.000331222624842
4.85,46,5.261211642454138,5.113516807556152,4.97696027730469
5.2299999999999995,47,5.440260675403286,5.040305137634277,5.085234759059226
5.59,48,5.346983949902183,5.131947040557861,5.222386075530102
6.749999999999999,49,6.260008711496861,5.928219795227051,5.9267362928357805
5.910000000000001,50,5.3020315582164725,4.981992244720459,4.948628258673233
4.809999999999999,51,5.048821938723306,5.111469268798828,5.053981265476753
5.4799999999999995,52,5.798868841180974,5.806276798248291,5.682615062127304
5.39,53,5.361984245921249,5.430778980255127,5.410915966637107
5.47,54,6.074779440028739,5.922112464904785,6.057940595740899
5.03,55,4.94489254978395,5.14752721786499,5.294166496457449
5.11,56,5.047561224204262,5.164064884185791,5.203633498209834
4.700000000000001,57,5.031036423887362,5.1173176765441895,5.064709201383805
5.46,58,5.710248144230569,5.341790676116943,5.486294877098389
5.32,59,4.686972937804453,4.862774848937988,4.6891124974641425
4.88,60,5.12957124611838,4.990993022918701,5.0958510587134285
4.870000000000001,61,5.500410671364632,5.655448913574219,5.7011235757315735
4.990000000000001,62,4.938078494145699,4.962047100067139,4.890935153286912
5.739999999999999,63,5.690207464710906,5.979059219360352,5.87498220649125
5.160000000000001,64,5.010021232600297,4.996399879455566,4.937081021306807
5.599999999999999,65,5.26938583182398,5.324529647827148,5.287330392468077
4.73,66,5.3259037239998905,6.029145240783691,6.307708216926705
5.559999999999999,67,5.541882623940697,5.561239719390869,5.53002054592314
4.949999999999999,68,5.583007386595047,5.775954723358154,5.808071097339796
6.4799999999999995,69,6.25403894832216,6.181248188018799,6.483431154543413
5.34,70,5.743382945244408,5.757134437561035,5.966888500821369
5.9399999999999995,71,5.860308706361634,5.854592800140381,5.868925433100128
5.72,72,5.711385261701963,5.4243669509887695,5.51834126099372
5.9,73,5.346034488655883,5.251425266265869,5.323444430651829
4.719999999999999,74,5.6009686347160486,5.4731340408325195,5.448964418166935
5.4,75,5.237185622186535,5.3602471351623535,5.2218228880185045
4.809999999999999,76,5.0710100665204,5.0086493492126465,5.030001839169759
5.29,77,5.075349523070579,4.916658878326416,4.894609581467801
