Id,Predict
5733,6.116258144378662
5734,5.6109137535095215
5735,4.860098361968994
5736,6.267537593841553
5739,5.133404731750488
5740,5.116341590881348
5741,5.5381999015808105
5742,5.300045967102051
5743,6.432644367218018
5744,5.696161270141602
5745,4.602026462554932
5746,5.2168779373168945
5747,5.155831813812256
5748,5.724643230438232
5749,6.2083024978637695
5750,5.0324554443359375
5751,5.286542892456055
5752,5.294238567352295
5753,4.811453819274902
5754,8.425228118896484
5755,5.199130535125732
5756,5.216484546661377
5757,6.483018398284912
5758,6.750109672546387
5759,6.136544227600098
5760,5.157490253448486
5761,5.02239465713501
5762,6.88630485534668
5763,5.606368064880371
5764,5.759680271148682
5765,4.8974080085754395
5766,6.836568832397461
5767,5.1831374168396
5768,8.454251289367676
5769,5.824974060058594
5770,5.156020641326904
5771,5.424895763397217
5772,5.624363422393799
5773,5.306432247161865
5774,5.791038513183594
5775,7.4041337966918945
5776,5.483015537261963
5777,5.167072772979736
5778,5.371654987335205
5779,5.689571857452393
5780,5.676037788391113
5781,5.570632457733154
5782,5.152640342712402
5783,4.6049909591674805
5784,5.557279109954834
5785,4.965813159942627
5786,5.046586513519287
5787,4.9330735206604
5788,4.621973514556885
5789,4.68812370300293
5790,4.762135028839111
5791,4.671951770782471
5792,4.769052505493164
5793,4.885692119598389
5794,5.002082824707031
5795,5.275454044342041
5796,5.375368118286133
5797,6.5240607261657715
5798,4.86116361618042
5799,4.9632720947265625
5800,5.023261070251465
5801,5.094074249267578
5802,4.820881366729736
5803,5.120646953582764
5804,5.422755241394043
5805,6.7347211837768555
5806,5.9591498374938965
5807,5.554200649261475
5808,5.150024890899658
5809,5.835524082183838
5810,4.880992412567139
5811,5.224772930145264
5812,5.633966445922852
5813,8.329917907714844
5814,6.536483287811279
5815,7.029378414154053
5816,5.310586452484131
5817,5.335251331329346
5818,5.917283535003662
5819,5.5489182472229
5820,5.262138366699219
5821,5.753080368041992
5822,5.6101460456848145
5823,5.461750507354736
5824,4.910344123840332
5825,6.844631671905518
5826,6.367117881774902
5827,5.73478889465332
5828,5.752180099487305
5829,6.362858295440674
5830,5.7629547119140625
5831,5.313303470611572
5832,6.192579746246338
5833,5.746441841125488
5834,4.517002582550049
5835,5.892411231994629
5836,5.388549327850342
5837,5.87231969833374
5838,5.855294704437256
5839,6.310779571533203
5840,5.128831386566162
5841,5.4553351402282715
5842,4.863837242126465
5843,5.662927627563477
5844,5.669154167175293
5845,5.9960832595825195
5846,6.9346604347229
5847,6.008294105529785
5848,6.038388252258301
5849,6.011936187744141
5850,5.135794639587402
5851,5.435910701751709
5852,5.848424434661865
5853,5.59198522567749
5854,4.7765374183654785
5855,6.29815673828125
5856,5.2340617179870605
5857,5.500938892364502
5858,5.6777663230896
5859,5.0364203453063965
5860,5.510847568511963
5861,5.211874008178711
5862,4.9872965812683105
5863,6.827670574188232
5864,4.900771141052246
5865,6.015916347503662
5866,6.390336036682129
5867,6.0446577072143555
5868,5.773793697357178
5869,5.061919212341309
5870,5.828297138214111
5871,5.916957378387451
5872,6.14332914352417
5873,5.66417932510376
5874,4.984239101409912
5875,4.956258296966553
5876,5.177948951721191
5877,6.272645473480225
5878,6.073369979858398
5879,6.922175407409668
5880,6.276731491088867
5881,6.048755645751953
5883,5.7426605224609375
5884,5.657217979431152
5885,4.993243217468262
5886,5.325386047363281
5887,5.4967474937438965
5888,5.278507232666016
5889,7.671027183532715
5890,4.915388584136963
5892,6.394443988800049
5893,7.25593900680542
5894,5.940404415130615
5895,5.524745464324951
5896,4.901711463928223
5897,4.876911640167236
5898,5.036671161651611
5899,8.105710983276367
5900,5.1674957275390625
5901,4.564982891082764
5902,6.140981674194336
5903,5.060279846191406
5904,5.997169017791748
5905,6.118027687072754
5906,7.3206610679626465
5907,5.446148872375488
5908,5.54767370223999
5909,6.619513034820557
5910,8.329785346984863
5911,4.712695121765137
5912,4.888180255889893
5913,5.0971574783325195
5914,6.036757946014404
5915,6.756322860717773
5916,4.83572244644165
5917,5.524103164672852
5918,5.952940464019775
5919,4.847882270812988
5920,5.301574230194092
5921,5.9964189529418945
5922,7.553877353668213
5923,4.4858317375183105
5924,5.740477085113525
5925,5.4856038093566895
5926,5.395306587219238
5927,5.195153713226318
5928,5.004983901977539
5929,6.594071388244629
5930,6.691370010375977
5931,5.219906330108643
5932,4.80293607711792
5933,4.9886651039123535
5934,5.805438995361328
5935,4.70382022857666
5936,6.287722587585449
5937,5.467959880828857
5938,5.5192670822143555
5939,4.925025939941406
5940,5.399138927459717
5941,5.495884418487549
5942,4.810717582702637
5943,5.875578880310059
5944,5.5421624183654785
5945,7.082449436187744
5946,5.1569952964782715
5947,4.919191837310791
5948,7.033122539520264
5949,7.523875713348389
5950,5.348926067352295
5951,5.487418174743652
5952,4.9997968673706055
5953,6.360733985900879
5954,5.40241003036499
5955,5.937381744384766
5956,7.807793617248535
5957,6.408235549926758
5958,5.093234062194824
5959,6.249762058258057
5960,5.829346656799316
5961,5.079930782318115
5962,4.79641580581665
5963,5.325620174407959
5964,5.896384239196777
5965,5.445629596710205
5966,4.686428546905518
5967,5.246285915374756
5968,4.786036014556885
5969,4.835940361022949
5970,5.3928632736206055
5971,4.870774745941162
5972,7.198303699493408
5973,6.464929580688477
5974,6.354796409606934
5975,5.411630153656006
5976,5.83388090133667
5977,6.023013114929199
5978,6.163477897644043
5979,5.804101943969727
5981,5.0856122970581055
5982,5.492498397827148
5983,7.841248512268066
5984,6.733822345733643
5985,7.661316394805908
5986,5.759324550628662
5987,6.372512340545654
5988,4.800291061401367
5989,5.2000298500061035
5990,7.612144470214844
5991,6.825150012969971
5992,5.005484104156494
5993,4.96661376953125
5994,5.035459518432617
5995,5.276859283447266
5996,5.391692161560059
5997,5.610056400299072
5998,5.9555277824401855
5999,4.380605697631836
6000,4.838963031768799
6001,5.428803443908691
6002,7.579451084136963
6003,6.528790473937988
6004,5.634422779083252
6005,6.61906099319458
6006,6.562750816345215
6007,4.985894203186035
6008,5.195289134979248
6009,5.280305862426758
6010,5.501275062561035
6011,5.085997104644775
6012,6.764772891998291
6013,5.437148094177246
6014,6.184866428375244
6015,5.7666916847229
6016,5.717038154602051
6017,4.960451126098633
6018,6.150772571563721
6019,4.796109676361084
6020,5.905496120452881
6021,5.67831563949585
6022,5.854092121124268
6023,5.051715850830078
6025,5.631969928741455
6026,5.521218776702881
6027,5.100161552429199
6028,5.042299270629883
6030,5.098391056060791
6031,4.8699469566345215
6032,6.727585315704346
6033,7.218898773193359
6034,5.373592853546143
6035,5.139283657073975
6036,4.74130392074585
6037,5.207285404205322
6038,5.467379093170166
6039,4.847177028656006
6040,5.8609089851379395
6041,5.816587924957275
6042,5.7607526779174805
6044,5.731339931488037
6045,6.577965259552002
6046,5.741459846496582
6047,7.901883602142334
6048,4.992295742034912
6049,5.9119744300842285
6050,5.569697856903076
6051,5.768890380859375
6052,7.452734470367432
6053,4.676142692565918
6054,9.836203575134277
6055,5.288984775543213
6056,4.962581634521484
6057,5.09733772277832
6058,4.33010196685791
6059,5.735511302947998
6060,6.1295270919799805
6061,5.750792503356934
6062,5.407163619995117
6063,5.756858825683594
6064,5.216641902923584
6065,6.106541633605957
6066,5.766283988952637
6067,6.966076850891113
6068,4.88133430480957
6069,5.294179439544678
6070,5.911600112915039
6072,7.545308589935303
6073,5.251070022583008
6074,5.8289055824279785
6075,6.301411151885986
6077,5.251140117645264
6078,4.958863258361816
6079,5.59632682800293
6080,5.58387565612793
6081,5.682896137237549
6083,6.608741283416748
6085,5.8773698806762695
6086,5.8125176429748535
6087,5.317596912384033
6088,4.991036415100098
6089,5.80782413482666
6090,5.06357479095459
6091,5.019679546356201
6092,4.853859901428223
6093,4.984127521514893
6094,6.055420875549316
6095,5.154336452484131
6096,5.427318572998047
6097,5.6113057136535645
6098,5.513091087341309
6099,5.564395427703857
6100,5.335371017456055
6101,4.996518135070801
6103,4.5865092277526855
6104,5.062300205230713
6105,5.8973283767700195
6106,4.947707176208496
6107,6.042333126068115
6108,5.1080756187438965
6109,5.169305801391602
6110,5.803164958953857
6111,6.0398759841918945
6112,5.459641933441162
6113,5.0971856117248535
6114,7.377995491027832
6115,5.758756637573242
6116,9.045391082763672
6117,6.369655609130859
6118,7.024651527404785
6119,5.075559616088867
6120,6.744421482086182
6121,4.535617351531982
6122,4.78464412689209
6123,6.2729668617248535
6124,5.2777228355407715
6125,4.7576212882995605
6126,4.865400314331055
6127,5.900226593017578
6128,4.740873336791992
6129,5.306407451629639
6130,5.3335862159729
6131,5.272581100463867
6132,6.209450721740723
6133,5.633948802947998
6134,5.150655269622803
6135,4.904952049255371
6136,5.561832427978516
6137,6.8248114585876465
6138,5.952420234680176
6140,4.5492844581604
6141,6.244985580444336
6142,5.485229015350342
6143,6.010078430175781
6144,5.4952521324157715
6145,7.722949028015137
6146,4.665099620819092
6147,5.094624042510986
6148,5.257537364959717
6149,4.991872787475586
6150,7.351399898529053
6151,4.506966590881348
6152,6.202356815338135
6153,4.981048583984375
6154,5.550563812255859
6155,7.237010955810547
6156,5.644073963165283
6157,6.031319618225098
6158,4.235845565795898
6159,5.316603183746338
6160,6.247873306274414
6161,5.300858974456787
6162,5.379179954528809
6163,5.488028526306152
6164,5.342533588409424
6165,4.682453155517578
6166,5.245670318603516
6167,5.513328552246094
6168,5.579740524291992
6169,6.997522830963135
6170,5.216187000274658
6171,5.170263290405273
6172,5.5036821365356445
6173,6.043610095977783
6174,5.7041916847229
6175,5.743690013885498
6176,6.295719146728516
6177,4.584660053253174
6178,5.117611885070801
6179,5.422457695007324
6180,5.42639684677124
6181,5.985324382781982
6182,6.634888172149658
6183,5.638560771942139
6184,5.224814414978027
6185,5.952203750610352
6186,5.153066635131836
6187,5.337059497833252
6188,5.699268817901611
6189,5.94014835357666
6190,5.527060508728027
6191,5.516093730926514
6192,5.276895999908447
6193,6.221542835235596
6194,6.064456939697266
6195,5.62435245513916
6196,5.489962577819824
6197,5.7250566482543945
6198,6.2715582847595215
6199,5.888399124145508
6200,5.917448043823242
6201,5.302819728851318
6202,6.684290409088135
6203,6.1840643882751465
6204,5.422081470489502
6205,6.083335876464844
6206,7.0692138671875
6207,6.818976402282715
6208,5.880556106567383
6209,5.3041582107543945
6210,5.115875244140625
6211,5.66954231262207
6212,5.717794418334961
6213,6.280033588409424
6214,5.147552967071533
6215,5.822865962982178
6216,5.061474323272705
6217,5.292272090911865
6218,5.239799499511719
6219,5.38962459564209
6220,5.306646347045898
6221,5.672504901885986
6222,5.504619121551514
6223,5.182953834533691
6224,5.043121337890625
6225,5.538329601287842
